, Гарантия от продавца , Тип , Модель , Год релиза , Цвет задней панели , Цвет передней панели , Цвет граней ," Цвет, заявленный производителем ", Поддержка сетей 2G , Поддержка сетей 3G , Поддержка сетей 4G (LTE) , Диапазоны частот LTE , Поддержка сетей 5G , Диапазоны частот 5G , Формат SIM-карт , Количество физических SIM-карт , Поддержка eSIM , Диагональ экрана (дюйм) , Разрешение экрана , Плотность пикселей , Технология изготовления экрана , Количество цветов экрана , Конструктивные особенности экрана , Материал корпуса , Защищенность , Вид защитного покрытия , Степень защиты IP , Операционная система , Версия ОС , Производитель процессора , Модель процессора , Количество ядер , Частота работы процессора , Техпроцесс , Графический ускоритель , Объем встроенной памяти , Слот для карты памяти , Датчики , Количество основных (тыловых) камер , Количество мегапикселей основной камеры , Модель сенсора основной камеры , Апертура основной камеры , Автофокусировка основной камеры , Оптическая стабилизация , Зум (фото) , Рейтинг DxOMark (основная камера) , Особенности и технологии тыловой оптики , Режимы и функции фотосъемки , Формат видеосъемки , Разрешение видео и частота кадров , Замедленная видеосъемка , Зум (видео) , Форматы воспроизведения видео , Особенности и функции видеосъемки , Двойная фронтальная камера , Количество мегапикселей фронтальной камеры , Модель сенсора фронтальной камеры , Апертура фронтальной камеры , Автофокусировка , Разрешение видеосъемки , Рейтинг DxOMark (селфи-камера) , Особенности и технологии фронтальной оптики , Режимы и функции съемки , Стереодинамики , Форматы аудиофайлов , Версия Bluetooth , Стандарт Wi-Fi , NFC , Системы навигации , ИК-порт , Интерфейс , Разъем для наушников , Наушники в комплекте , Зарядное устройство в комплекте , Комплектация , Биометрическая защита ," Особенности, дополнительно ", Тип аккумулятора , Съемный аккумулятор , Поддержка быстрой зарядки , Поддержка беспроводной зарядки , Время работы при прослушивании музыки , Время работы при воспроизведении видео , Ширина , Высота , Толщина , Вес , Гарантия от производителя , Код производителя , Поддержка 4G LTE-Advanced , Режим работы нескольких SIM-карт , Соотношение сторон , Частота обновления экрана , Поддержка Google Mobile Services , Конфигурация процессора , Объем оперативной памяти , Типы поддерживаемых карт памяти , Максимальный объем карты памяти , FM радио , Тип вспышки , Встроенная вспышка , Отдельный ЦАП , Прочие технологии передачи данных , Поддержка OTG , LED-индикатор уведомлений , Емкость аккумулятора , Выходная мощность ЗУ , Страна-производитель , Напряжение питания ЗУ , Время работы в режиме разговора , Разрешение снимков , Время работы в режиме ожидания , Поддержка кодеков Bluetooth , Поддержка VoLTE , Поддержка MHL , Категории скорости LTE-Advanced , Особенности конструкции , Интерполированное разрешение основной камеры , Гарантия АСЦ , Интерполированное разрешение фронтальной камеры 
1147,,смартфон,SamsungGalaxyA13,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.6""",2408х1080,400ppi,PLS,16млн,,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass5,нет,Android,,Samsung,Exynos850,8,2ГГц,8нм,Mali-G52,64ГБ,есть(отдельныйслот),Перечисление,4,50+5+2+2Мп,SamsungISOCELLJN1,"2.2,2.4,1.8",есть,нет,10-кратныйцифровойзум,,,,FullHD,1920x1080(30кадр./сек.),,,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,8Мп,,2.2,нет,,,,,,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,IMY,RTTTL,RTX,OTA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,,,,"распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,,нет,94ч,20ч,76.4мм,165.1мм,8.8мм,195г,12мес.,[SM-A135FLBVCAU],,,,60Гц,,8xCortex-A552ГГц,4Гб,microSD,1024ГБ,,светодиодная,нет,,Wi-FiDirect,,,5000мА*ч,,,,54ч,,,,,нет,,,,,
1148,12мес.,смартфон,SamsungGalaxyA23,2022,оранжевый,черный,оранжевый,персиковый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.6""",2408х1080,400ppi,PLS,16млн,,пластик,,,нет,Android,,Qualcomm,Snapdragon680,8,"1.9ГГц,2.4ГГц",6нм,Adreno610,128ГБ,есть(отдельныйслот),Перечисление,4,50+5+2+2Мп,SamsungS5KJN1,"2.2,2.4,1.8",есть,есть,10-кратныйцифровойзум,,,,FullHD,1920x1080(30кадр./сек.),1280x720(120кадр./сек.),,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,8Мп,,2.2,нет,,,,,,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,IMY,RTTTL,RTX,OTA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,,,,"распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",,,нет,,нет,174ч,26ч,76.9мм,165.4мм,8.4мм,195г,,[SM-A235FZOKMEA],,,,90Гц,,"4xKryo265(Cortex-A73)2.4ГГц,4xKryo265(Cortex-A53)1.9ГГц",6Гб,microSD,1024ГБ,,светодиодная,нет,,Wi-FiDirect,есть,,5000мА*ч,15Вт,Индия,,56ч,,,,,нет,,,,,
1149,,смартфон,OPPOA55,2021,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,,нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.51""",1600x720,269ppi,IPS,16млн,,пластик,защитноепокрытиеэкранаотцарапин,NEGDinorexT2X-1,,Android,Android11,MediaTek,MediaTekHelioG35,8,2.3ГГц,12нм,PowerVRGE8320,64ГБ,есть(отдельныйслот),Перечисление,3,50+2+2Мп,,"2.4,1.8",есть,нет,,,5-элементнаялинза,,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,,нет,16Мп,,2,нет,1920x1080(30кадр./сек.),,5-элементнаялинза,,,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаColorOS,Li-polymer,нет,,,,,75.7мм,163.6мм,8.4мм,193г,12мес.,,,,20:9,60Гц,,"4xCortex-A532.3ГГц,4xCortex-A53",4Гб,microSD,256ГБ,нет,светодиодная,,,,есть,,5000мА*ч,18Вт,Китай,,,"4608x3072,4096х2304,4096x1840,8160x6144,3072х3072",,"AptX,AAC,LDAC,SBC",,,,,,,
1150,12мес.,смартфон,AppleiPhone12,2020,синий,черный,синий,тихоокеанскийсиний,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700(B4)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66),TDD4700MHz(B79),FDD1900MHz(B2),FDD700MHz(B12),FDD1900MHz(B25)",Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",2532х1170,460ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS14,Apple,AppleA14Bionic,6,2.99ГГц,5нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,,"2.4,1.6",есть,есть,5-кратныйцифровойзум,122,Перечисление,Перечисление,"FullHD,UltraHD4K","3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзумнауменьшение,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,,2.2,,3840×2160(60кадр./сек.),98,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",,Lightning8-pin,Lightning8-pin,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,,есть,65ч,17ч,71.5мм,146.7мм,7.4мм,162г,,[MGGX3CH/A],есть,,,60Гц,есть,,4Гб,,,,светодиодная,,нет,,,нет,2815мА*ч,нет,,нетЗУвкомплекте,,,,,есть,,,,,,
1151,12мес.,смартфон,AppleiPhone14,2022,белый,черный,белый,белый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",2532х1170,460ppi,OLED,,безрамочный,металл,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA15Bionic,6,"1.8ГГц,3.2ГГц",5нм,AppleGPU,256ГБ,нет,Перечисление,2,12+12Мп,SonyIMX703,"2.4,1.5",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзум",133,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","3-кратныйцифровойзум,2-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,80ч,20ч,71.5мм,146.7мм,7.8мм,172г,,,,,,60Гц,,"2xAvalanche3.24ГГц,4xBlizzard2.01ГГц",,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
1152,,смартфон,TecnoSparkGo2023,2023,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS850,UMTS900,UMTS1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.56""",1612x720,269ppi,IPS,16млн,,пластик,олеофобноепокрытие,,,Android,Android12,MediaTek,MediaTekHelioA22MT6761,4,2ГГц,12нм,PowerVRGE8300,64ГБ,есть(отдельныйслот),Перечисление,2,13+2Мп,,1.8,есть,нет,,,,Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,5Мп,,2,нет,1920x1080(30кадр./сек.),,,,нет,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS",нет,USBType-C,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,кабельUSBType-C,защитныйчехол","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)","оболочкаHiOS12,до3ГБрасширяемойОЗУ",Li-polymer,нет,нет,нет,,,75.59мм,173.84мм,8.9мм,195г,13мес.,[4895180796296],есть,режиможидания,20:9,60Гц,,4xCortex-A532ГГц,3Гб,Перечисление,,есть,двойнаясветодиодная,нет,нет,,,,5000мА*ч,10Вт,,,,,,,есть,,LTEcat4,,,,
1153,,смартфон,ItelVision3Plus,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800","WCDMA2100,WCDMA900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.82""",1640х720,263ppi,TN,16млн,,пластик,олеофобноепокрытие,,нет,Android,Android11,Unisoc(Spreadtrum),UnisocT606,8,1.6ГГц,12нм,Mali-G57,64ГБ,есть(отдельныйслот),Перечисление,2,13+0.08Мп,SamsungISOCELL3L6,,есть,нет,,,,,FullHD,1920x1080(30кадр./сек.),,,,,нет,5Мп,,,нет,1920x1080(30кадр./сек.),,,,,,5.0,4(802.11n),есть,"ГЛОНАСС,GPS,A-GPS",нет,microUSB,MiniJack3.5мм,,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельmicroUSB","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",,,,,нет,,,78мм,171мм,9.1мм,215г,12мес.,[P682LPN],,режиможидания,,90Гц,,"2xCortex-A751.6ГГц,6xCortex-A551.6ГГц",4Гб,microSD,256ГБ,,светодиодная,нет,,,,,6000мА*ч,18Вт,Китай,,,,,,,,LTEcat4,,,,
1154,,смартфон,NokiaX10,2021,белый,черный,белый,белоснежный,,,есть,"LTE1800,LTE850,LTE900,LTE1900",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD700MHz(B28),TDD2600MHz(B38),TDD2500MHz(B41),TDD3500MHz(B78)",Nano-SIM(12.3x8.8x0.67мм),2SIM,,"6.67""",2400x1080,395ppi,IPS,,,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass3,IP52,Android,Android11,Qualcomm,Snapdragon480,8,2ГГц,8нм,Adreno619,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,48+5+5+2Мп,,,есть,,,,оптикаZEISS,Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,8Мп,,,нет,1920x1080(30кадр./сек.),,,,,,5.0,5(802.11ac),есть,"ГЛОНАСС,GPS,A-GPS,Galileo",,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,,нет,QuickCharge3.0,,,,79.7мм,168.9мм,9.1мм,220г,12мес.,,,режиможидания,20:9,,есть,"2xKryo460(Cortex-A76)2.0ГГц,6xKryo460(Cortex-A55)1.8ГГц",6Гб,microSDXC,,есть,светодиодная,,,,есть,нет,4470мА*ч,,Китай,,,,,,есть,,,,,,
1155,,смартфон,NokiaX20,2021,оранжевый,черный,оранжевый,полночноесолнце,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900,WCDMA1700",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE1700/2100(B66),LTE1700(B4)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD700MHz(B28),TDD2600MHz(B38),TDD2500MHz(B41),TDD3500MHz(B78),FDD1700/2100MHz(B66),FDD1900MHz(B2)",Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.67""",2400x1080,395ppi,IPS,,,пластик,,CorningGorillaGlass5,,Android,Android11,Qualcomm,Snapdragon480,8,"2ГГц,1.8ГГц",8нм,Adreno619,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,64+5+2+2Мп,,,,,,,оптикаZEISS,,,,,,,,нет,32Мп,,,,,,,,,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,Galileo",,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитнаяпленка(наклеенанаэкран)",сканеротпечатковпальцев(сбокукорпуса),,Li-polymer,нет,есть,,,,79.7мм,168.9мм,9.1мм,220г,12мес.,,,,20:9,,есть,"2xKryo460(Cortex-A76)2.0ГГц,6xKryo460(Cortex-A55)1.8ГГц",8Гб,Перечисление,,,светодиодная,,,Wi-FiDirect,есть,нет,4470мА*ч,18Вт,Китай,,,,,AptXHD,,,,,,,
1156,,смартфон,OPPOA74,2021,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE1800,LTE2100(B1),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,,"6.43""",2400x1080,409ppi,AMOLED,16млн,безрамочный,пластик,,,,Android,Android11,Qualcomm,Snapdragon662,8,"2ГГц,1.8ГГц",11нм,Adreno610,128ГБ,есть(отдельныйслот),Перечисление,3,48+2+2Мп,,"2.4,1.7",есть,,,,,Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1080x720(30кадр./сек.)",1280x720(120кадр./сек.),,,стабилизациявидео,нет,16Мп,,2,,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",,USBType-C,MiniJack3.5мм,проводные,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,наушники,кабельUSBType-C,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(вэкране)",,,нет,есть,нет,,,73.8мм,160.3мм,8мм,178г,12мес.,,,,,60Гц,есть,"4xKryo260(Cortex-A73)2.0ГГц,4xKryo260(Cortex-A53)1.8ГГц",4Гб,Перечисление,,,светодиодная,,,,есть,нет,5000мА*ч,,Китай,,,4624х3468,,"AptX,AAC,SBC",,,,,,,
1157,,смартфон,INOIeasyPhone,2021,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850",,нет,,нет,,,2SIM,нет,"5""",960x480,214ppi,IPS,16млн,,пластик,,,,Android,Android10Go,MediaTek,MediaTekMT6580,4,1.3ГГц,28нм,Mali-400MP2,8ГБ,есть(отдельныйслот),Перечисление,1,5Мп,,,,нет,,,,,,,,,,,нет,2Мп,,,нет,,,,,,,4.0,4(802.11n),нет,"GPS,A-GPS",нет,microUSB,MiniJack3.5мм,нет,есть,"документация,док-станция,зарядноеустройство,кабельmicroUSB",нет,фонарик,Li-Ion,есть,нет,нет,,,55.7мм,133.8мм,13мм,200г,12мес.,,,,18:9,60Гц,,4xCortex-A71.3ГГц,1Гб,Перечисление,32ГБ,,,нет,,,,,2500мА*ч,,Китай,100-240В/50-60Гц,8ч,,432ч,,,,,,,,
1158,12мес.,смартфон,AppleiPhone11,2019,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B29),LTE800(B26),LTE1900(B25),LTE1700(B4),LTE850(B18)",нет,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",1792x828,326ppi,IPS,16.7млн,вырезнаэкране,Перечисление,Перечисление,,IP68,iOS,iOS13,Apple,AppleA13Bionic,6,2.65ГГц,7нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX372,SonyIMX503","1.8,2.4",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзум",116,шестилинзовыйобъектив,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзум,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,,2.2,,3840×2160(60кадр./сек.),122,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,6(802.11ax),есть,"ГЛОНАСС,GPS,A-GPS",нет,Lightning8-pin,Lightning8-pin,,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,USBPowerDelivery,есть,65ч,17ч,75.7мм,150.9мм,8.3мм,194г,,[MHDH3AA/A],есть,,19.5:9,60Гц,есть,"2xLightning2.65ГГц,4xThunder1.6ГГц",4Гб,,,нет,светодиодная,,нет,,есть,нет,3110мА*ч,,,нетЗУвкомплекте,,,,,есть,,,,,,
1159,,смартфон,NokiaX10,2021,зеленый,черный,зеленый,голубаяель,,,есть,"LTE1800,LTE850,LTE900,LTE1900",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD700MHz(B28),TDD2600MHz(B38),TDD2500MHz(B41),TDD3500MHz(B78)",Nano-SIM(12.3x8.8x0.67мм),2SIM,,"6.67""",2400x1080,395ppi,IPS,,,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass3,IP52,Android,Android11,Qualcomm,Snapdragon480,8,2ГГц,8нм,Adreno619,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,48+5+5+2Мп,,,есть,,,,оптикаZEISS,Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,8Мп,,,нет,1920x1080(30кадр./сек.),,,,,,5.0,5(802.11ac),есть,"ГЛОНАСС,GPS,A-GPS,Galileo",,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,,нет,QuickCharge3.0,,,,79.7мм,168.9мм,9.1мм,220г,12мес.,,,режиможидания,20:9,,есть,"2xKryo460(Cortex-A76)2.0ГГц,6xKryo460(Cortex-A55)1.8ГГц",6Гб,microSDXC,,есть,светодиодная,,,,есть,нет,4470мА*ч,,Китай,,,,,,есть,,,,,,
