, Гарантия от продавца , Тип , Модель , Год релиза , Цвет задней панели , Цвет передней панели , Цвет граней ," Цвет, заявленный производителем ", Поддержка сетей 2G , Поддержка сетей 3G , Поддержка сетей 4G (LTE) , Диапазоны частот LTE , Поддержка сетей 5G , Диапазоны частот 5G , Формат SIM-карт , Количество физических SIM-карт , Поддержка eSIM , Диагональ экрана (дюйм) , Разрешение экрана , Плотность пикселей , Технология изготовления экрана , Количество цветов экрана , Конструктивные особенности экрана , Материал корпуса , Защищенность , Вид защитного покрытия , Степень защиты IP , Операционная система , Версия ОС , Производитель процессора , Модель процессора , Количество ядер , Частота работы процессора , Техпроцесс , Графический ускоритель , Объем встроенной памяти , Слот для карты памяти , Датчики , Количество основных (тыловых) камер , Количество мегапикселей основной камеры , Модель сенсора основной камеры , Апертура основной камеры , Автофокусировка основной камеры , Оптическая стабилизация , Зум (фото) , Рейтинг DxOMark (основная камера) , Особенности и технологии тыловой оптики , Режимы и функции фотосъемки , Формат видеосъемки , Разрешение видео и частота кадров , Замедленная видеосъемка , Зум (видео) , Форматы воспроизведения видео , Особенности и функции видеосъемки , Двойная фронтальная камера , Количество мегапикселей фронтальной камеры , Модель сенсора фронтальной камеры , Апертура фронтальной камеры , Автофокусировка , Разрешение видеосъемки , Рейтинг DxOMark (селфи-камера) , Особенности и технологии фронтальной оптики , Режимы и функции съемки , Стереодинамики , Форматы аудиофайлов , Версия Bluetooth , Стандарт Wi-Fi , NFC , Системы навигации , ИК-порт , Интерфейс , Разъем для наушников , Наушники в комплекте , Зарядное устройство в комплекте , Комплектация , Биометрическая защита ," Особенности, дополнительно ", Тип аккумулятора , Съемный аккумулятор , Поддержка быстрой зарядки , Поддержка беспроводной зарядки , Время работы при прослушивании музыки , Время работы при воспроизведении видео , Ширина , Высота , Толщина , Вес , Гарантия от производителя , Код производителя , Поддержка 4G LTE-Advanced , Режим работы нескольких SIM-карт , Соотношение сторон , Частота обновления экрана , Поддержка Google Mobile Services , Конфигурация процессора , Объем оперативной памяти , Типы поддерживаемых карт памяти , Максимальный объем карты памяти , FM радио , Тип вспышки , Встроенная вспышка , Отдельный ЦАП , Прочие технологии передачи данных , Поддержка OTG , LED-индикатор уведомлений , Емкость аккумулятора , Выходная мощность ЗУ , Страна-производитель , Напряжение питания ЗУ , Время работы в режиме разговора , Разрешение снимков , Время работы в режиме ожидания , Поддержка кодеков Bluetooth , Поддержка VoLTE , Поддержка MHL , Категории скорости LTE-Advanced , Особенности конструкции , Интерполированное разрешение основной камеры , Гарантия АСЦ , Интерполированное разрешение фронтальной камеры 
199,,смартфон,HUAWEInova10SE,2022,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5),LTE2000(B34)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.67""",2400x1080,395ppi,OLED,1.07млрд,,пластик,,,,Android,,Qualcomm,Snapdragon680G,8,"1.9ГГц,2.4ГГц",6нм,Adreno610,128ГБ,нет,Перечисление,3,108+8+2Мп,,"2.2,2.4,1.9",есть,нет,10-кратныйцифровойзум,,Перечисление,Перечисление,FullHD,1920x1080(30кадр./сек.),,,"MP4,3GP",,нет,16Мп,,2.2,,1920x1080(30кадр./сек.),,,Перечисление,,"MP3,AAC,OGG,WAV,AMR,FLAC,MIDI",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,USBType-C,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)","оболочкаEMUI,HUAWEIHisten",Li-polymer,нет,HUAWEISuperCharge66Вт,нет,,,75.47мм,162.39мм,7.39мм,184г,12мес.,[51097GAD],,,20:9,90Гц,,"4xKryo265(Cortex-A73)2.4ГГц,4xKryo265(Cortex-A53)1.9ГГц",8Гб,,,,,,,,есть,,4500мА*ч,66Вт,,,,4608x3456,,,,,,,,,
200,12мес.,смартфон,SamsungGalaxyA52s,2021,белый,черный,белый,белый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE850(B26),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.5""",2400x1080,405ppi,SuperAMOLED,16млн,,пластик,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlass5,IP67,Android,Android11,Qualcomm,Snapdragon778G,8,"1.9ГГц,2.3ГГц,2.4ГГц",6нм,Adreno642L,256ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,64+12+5+5Мп,SonyIMX682ExmorRS,"2.2,2.4,1.8",есть,есть,10-кратныйцифровойзум,,,,UltraHD4K,3840x2160(30кадр./сек.),1280x720(240кадр./сек.),,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,32Мп,,2.2,нет,,,,,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",,USBType-C,MiniJack3.5мм,,,,"распознаваниелица,сканеротпечатковпальцев(вэкране)",оболочкаOneUI,,нет,,,124ч,20ч,75.1мм,159.9мм,8.4мм,189г,,[SM-A528BZWIMEB],,,,120Гц,,"1xKryo670(Cortex-A78)2.4ГГц,4xKryo670(Cortex-A55)1.9ГГц,3xKryo670(Cortex-A78)2.3ГГц",8Гб,microSD,1000ГБ,,,нет,,Wi-FiDirect,есть,,4500мА*ч,,,,32ч,,,,,нет,,,,,
201,12мес.,смартфон,AppleiPhone13Pro,2021,серебристый,черный,серебристый,серебристый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66),TDD4700MHz(B79),FDD1900MHz(B2),FDD700MHz(B12),FDD1900MHz(B25),FDD2300MHz(B30),TDD3500MHz(B48)",Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",2532х1170,457ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS15,Apple,AppleA15Bionic,6,"1.8ГГц,3.2ГГц",5нм,AppleGPU,128ГБ,нет,Перечисление,3,12+12+12Мп,"SonyIMX703,SonyIMX772,SonyIMX713,SonyIMX590","1.8,1.5,2.8",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзумнауменьшение,15-кратныйцифровойзум",137,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),"2-кратныйоптическийзумнауменьшение,3-кратныйоптическийзум,9-кратныйцифровойзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX514,2.2,есть,"1920x1080(60кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",99,Перечисление,Перечисление,есть,"MP3,AAC,FLAC,PCM,AAC‑LC,HE‑AAC,HE‑AACv2,AppleLossless",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,есть,есть,75ч,22ч,71.5мм,146.7мм,7.7мм,203г,,,,,,120Гц,,,,,,,,,,,,,,,Китай,,,,,,,,,,,,
202,,смартфон,Xiaomi12X,2022,серый,черный,серый,серый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900,WCDMA1700,WCDMA800",есть,"LTE-TDD1900(B39),LTE-TDD2300(B40),LTE-TDD2500(B41),LTE-TDD2600(B38),FDDLTE1800MHz(B3),FDDLTE2600MHz(B7),FDDLTE800MHz(B20),FDDLTE2100MHz(B1),FDDLTE1900MHz(B2),FDDLTE850MHz(B5),FDDLTE900MHz(B8),FDDLTE1700MHz(B4),FDDLTE700MHz(B12),FDDLTE700MHz(B13),FDDLTE700MHz(B17),FDDLTE800MHz(B18),FDDLTE800MHz(B19),FDDLTE850MHz(B26),FDDLTE700MHz(B28),FDDLTE1500MHz(B32),FDDLTE1700MHz(B66),LTE-TDD3500(B42),LTE-TDD3500(48)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66)",Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.28""",2400x1080,419ppi,AMOLED,1.07млрд,безрамочный,стекло,защитаотпылиивлаги,CorningGorillaGlassVictus,нет,Android,Android11,Qualcomm,Snapdragon870,8,"1.8ГГц,2.4ГГц,3.2ГГц",7нм,Adreno650,256ГБ,нет,Перечисление,3,50+13+5Мп,"SonyIMX766,OmniVisionOV13B10,SamsungISOCELL5E9","2.4,1.88",есть,есть,,,фазовыйавтофокус,Перечисление,"HD,FullHD,UltraHD4K,UltraHD8K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(60кадр./сек.),7680x4320(24кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.),1920x1080(960кадр./сек.)",,,стабилизациявидео,нет,32Мп,OmniVisionOV32B,2.45,,1920x1080(60кадр./сек.),,,Перечисление,есть,,5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",есть,USBType-C,USBType-C,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,Li-polymer,нет,TurboCharging67W,нет,,19ч,69.9мм,152.7мм,8.2мм,176г,12мес.,[MZB0ABLRU],,,20:9,120Гц,,"1xKryo585(Cortex-A77)3.2ГГц,3xKryo585(Cortex-A77)2.42ГГц,4xKryo585(Cortex-A55)1.8ГГц",8Гб,,,нет,двойнаясветодиодная,,,,есть,,4500мА*ч,67Вт,,,27ч,6528x4896,,,,,,,,,
203,,смартфон,realmeC30,2022,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.5""",1600x720,269ppi,IPS,16.7млн,,пластик,,,нет,Android,Android11,Unisoc(Spreadtrum),UnisocT612,8,"1.8ГГц,1.82ГГц",12нм,Mali-G57,64ГБ,есть(отдельныйслот),Перечисление,1,8Мп,SmartSensSC800CS,,есть,нет,4-кратныйцифровойзум,,,Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,"AVI,FLV,MKV,MP4,MOV,3GP,WEBM,TS,F4V",,нет,5Мп,SmartSensSC501CS,2.2,нет,1280x720(30кадр./сек.),,3-элементнаялинза,Перечисление,нет,"MP3,M4A,OGG,AMR,FLAC,MID,MP2,ACC",5.0,4(802.11n),нет,"ГЛОНАСС,GPS,A-GPS,Galileo",нет,microUSB,MiniJack3.5мм,,,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельmicroUSB",распознаваниелица,оболочкаRealmeUI,,,,нет,106ч,21ч,75.6мм,164.1мм,8.5мм,182г,12мес.,[6049635],,,20:9,60Гц,есть,"6xCortex-A551.8ГГц,2xCortex-A751.82ГГц",4Гб,microSD,1024ГБ,,светодиодная,нет,,,есть,,5000мА*ч,10Вт,Китай,,45ч,2592x1944,865ч,"A2DP,AVRCP,HID",,,,,,,
204,,смартфон,XiaomiRedmi10C,2022,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE1700(B4)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.71""",1650х720,268ppi,IPS,16млн,,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass3,нет,Android,Android11,Qualcomm,Snapdragon680,8,2.4ГГц,6нм,Adreno610,64ГБ,есть(отдельныйслот),Перечисление,2,50+2Мп,"OmniVisionOV02B10,SamsungS5KJN1",1.8,есть,нет,,,,,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,,нет,5Мп,,2.2,нет,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,нет,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",оболочкаMIUI,Li-polymer,нет,есть,нет,190ч,19ч,76.56мм,169.6мм,8.3мм,190г,12мес.,,,,20.6:9,60Гц,,"4xKryo265(Cortex-A73)2.4ГГц,4xKryo265(Cortex-A53)1.8ГГц",4Гб,Перечисление,1024ГБ,нет,светодиодная,,,,есть,,5000мА*ч,10Вт,,,,2592x1944,,,,,,,,,
205,,смартфон,TecnoPOVA3,2022,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.9""",2460x1080,389ppi,IPS,16млн,,пластик,олеофобноепокрытие,,,Android,Android12,MediaTek,MediatekHelioG88,8,"2ГГц,1.8ГГц",12нм,Mali-G52MC2,128ГБ,есть(отдельныйслот),,3,50+2+0.08Мп,SamsungS5KJN1,,есть,нет,,,,,"FullHD,UltraHD2K",1920x1080(30кадр./сек.),,,,,нет,8Мп,,2,нет,1920x1080(30кадр./сек.),,,,есть,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,,есть,"чехол,документация,зарядноеустройство,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)","оболочкаHiOS,реверсивнаязарядка,подсветка",Li-polymer,нет,,нет,,20ч,78.46мм,173.1мм,9.4мм,224г,13мес.,,есть,режиможидания,20:9,90Гц,,"2xCortex-A752ГГц,6xCortex-A551.8ГГц",6Гб,Перечисление,2048ГБ,есть,двойнаясветодиодная,есть,нет,,есть,нет,7000мА*ч,33Вт,,,,,,,есть,,LTEcat4,,,,
206,12мес.,смартфон,AppleiPhone14ProMax,2022,фиолетовый,черный,фиолетовый,фиолетовый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.7""",2796х1290,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,512ГБ,нет,Перечисление,3,48+12+12Мп,,"2.2,2.8,1.78",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,95ч,29ч,77.6мм,160.7мм,7.85мм,240г,,,,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
207,12мес.,смартфон,AppleiPhone14Pro,2022,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.1""",2556х1179,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,128ГБ,нет,Перечисление,3,48+12+12Мп,"SonyIMX713,SonyIMX590,SonyIMX803,SonyIMX633","2.2,1.78,2.8",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",146,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX714,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",145,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,75ч,23ч,71.5мм,147.5мм,7.85мм,206г,,,,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
208,,смартфон,POCOM5s,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE1700(B4),LTE1500(B32)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.43""",2400x1080,409ppi,AMOLED,,,пластик,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlass5,IP53,Android,Android12,MediaTek,MediaTekHelioG95,8,2.05ГГц,12нм,Mali-G76MC4,128ГБ,есть(отдельныйслот),Перечисление,4,64+8+2+2Мп,"GalaxyCoreGC02M1,SonyIMX355,OmniVisionOV02B,OmniVisionOV64B","2.2,2.4,1.8",есть,нет,,,фазовыйавтофокус,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),1920x1080(60кадр./сек.)","1280x720(240кадр./сек.),1280x720(120кадр./сек.),1280x720(960кадр./сек.)",,"AVI,MKV,MP4,M4V,3GP,WMV,WEBM",,нет,13Мп,OmniVisionOV13B,2.4,нет,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,Перечисление,есть,,5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",есть,USBType-C,MiniJack3.5мм,,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,,нет,,,74.5мм,160.46мм,8.29мм,178.8г,12мес.,[MZB0CJ2RU],,режиможидания,20:9,60Гц,,"2xCortex-A762.05ГГц,6xCortex-A552ГГц",4Гб,Перечисление,1024ГБ,есть,светодиодная,нет,,"Wi-FiDirect,Wi-FiHotspot,Wi-FiDisplay",есть,,5000мА*ч,33Вт,,,,,,,,,,,,,
209,12мес.,смартфон,AppleiPhone14ProMax,2022,золотистый,черный,золотистый,золотистый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.7""",2796х1290,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,128ГБ,нет,Перечисление,3,48+12+12Мп,"SonyIMX713,SonyIMX590,SonyIMX803,SonyIMX633","2.2,1.78,2.8",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",146,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX714,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,95ч,29ч,77.6мм,160.7мм,7.85мм,240г,,,,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
210,12мес.,смартфон,SamsungGalaxyS22Ultra,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS850,UMTS1900,UMTS900",есть,,есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,есть,"6.8""",3088х1440,500ppi,DynamicAMOLED2X,,безрамочный,стекло,защитаотпылиивлаги,,IP68,Android,Android12,Samsung,Exynos2200,8,2.8ГГц,4нм,SamsungXclipse920,128ГБ,нет,,4,108+12+10+10Мп,"SonyIMX563,SamsungISOCELLHM3,SonyIMX754","2.2,2.4,1.8,4.9",есть,есть,,131,,фазовыйавтофокус,,,,,,,нет,40Мп,SamsungISOCELLGH1,2.2,есть,,101,,,есть,,,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",,USBType-C,,нет,нет,"стилус,документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,,,,есть,,,77.9мм,163.3мм,8.9мм,228г,,[SM-S908BZGDSKZ],,,,120Гц,есть,"1xCortex-X22.8ГГц,3xCortex-A7102.52ГГц,4xCortex-A5101.82ГГц",8Гб,,,,светодиодная,,,,,,5000мА*ч,45Вт,,,,,,,,нет,,,,,
211,,смартфон,TecnoCamon19Neo,2022,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA900,WCDMA850,WCDMA1900,WCDMA1800",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.78""",2460x1080,396ppi,IPS,16млн,безрамочный,пластик,олеофобноепокрытие,,,Android,Android12,MediaTek,MediaTekHelioG85,8,2ГГц,12нм,Mali-G52MC2,128ГБ,есть(отдельныйслот),Перечисление,3,48+2+0.8Мп,,1.8,есть,нет,,,,Перечисление,UltraHD2K,2048x1152(30кадр./сек.),,,,,нет,32Мп,,2.45,есть,1920x1080(30кадр./сек.),,,широкоугольноеселфи,нет,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",,Li-polymer,нет,FlashCharge,нет,,,77мм,169мм,8.5мм,195г,13мес.,,есть,режиможидания,20:9,60Гц,,"2xCortex-A752ГГц,6xCortex-A551.8ГГц",6Гб,Перечисление,256ГБ,есть,светодиодная,нет,нет,,,нет,5000мА*ч,18Вт,Китай,,,,,,есть,,LTEcat4,,,,
